CVE,Date,CWE,Severity
CVE-2025-5443,2025-06-02T12:15:26.143,CWE-77;CWE-78,9.8
CVE-2025-5444,2025-06-02T12:15:26.337,CWE-77;CWE-78,9.8
CVE-2025-26396,2025-06-02T13:15:21.367,CWE-269,7.8
CVE-2025-46806,2025-06-02T13:15:21.600,CWE-823,6.9
CVE-2025-48745,2025-06-02T13:15:21.897,N/A,N/A
CVE-2025-5445,2025-06-02T13:15:22.910,CWE-77;CWE-78,9.8
CVE-2025-5446,2025-06-02T13:15:23.097,CWE-77;CWE-78,9.8
CVE-2025-37089,2025-06-02T14:15:22.993,CWE-77,9.8
CVE-2025-37090,2025-06-02T14:15:23.163,CWE-918,9.8
CVE-2025-37091,2025-06-02T14:15:23.310,CWE-77,9.8
CVE-2025-37092,2025-06-02T14:15:23.467,CWE-77,9.8
CVE-2025-37093,2025-06-02T14:15:23.590,CWE-287,9.8
CVE-2025-37094,2025-06-02T14:15:23.720,CWE-22,9.1
CVE-2025-5447,2025-06-02T14:15:24.400,CWE-77;CWE-78,9.8
CVE-2025-20001,2025-06-02T15:15:33.110,CWE-125,6.5
CVE-2025-37095,2025-06-02T15:15:34.060,CWE-22,9.8
CVE-2025-37096,2025-06-02T15:15:34.193,CWE-77,9.8
CVE-2025-44172,2025-06-02T15:15:34.317,CWE-121,6.5
CVE-2025-44115,2025-06-02T16:15:29.593,CWE-79,5.4
CVE-2025-45542,2025-06-02T16:15:29.707,CWE-89,7.3
CVE-2025-48866,2025-06-02T16:15:29.900,CWE-1050,7.5
CVE-2025-48940,2025-06-02T16:15:30.063,CWE-22,7.2
CVE-2025-48941,2025-06-02T16:15:30.223,CWE-1230,5.3
CVE-2025-48994,2025-06-02T17:15:40.853,CWE-303,6.9
CVE-2025-48995,2025-06-02T17:15:41.063,CWE-208,6.9
CVE-2025-5036,2025-06-02T17:15:43.930,CWE-416,7.8
CVE-2025-20297,2025-06-02T18:15:23.360,CWE-79,5.4
CVE-2025-20298,2025-06-02T18:15:23.560,CWE-732,8.0
CVE-2025-23104,2025-06-02T18:15:23.770,CWE-416,6.5
CVE-2025-27953,2025-06-02T18:15:23.903,CWE-77,6.5
CVE-2025-27954,2025-06-02T18:15:24.030,CWE-77,6.5
CVE-2025-27955,2025-06-02T18:15:24.143,CWE-1259,6.5
CVE-2025-27956,2025-06-02T18:15:24.257,CWE-22,7.5
CVE-2025-45387,2025-06-02T18:15:24.517,CWE-79,5.4
CVE-2025-5086,2025-06-02T18:15:25.010,CWE-502,9.0
CVE-2025-1051,2025-06-02T19:15:25.740,CWE-122;CWE-787,N/A
CVE-2025-23099,2025-06-02T19:15:26.213,CWE-787,9.1
CVE-2025-23105,2025-06-02T19:15:26.913,CWE-276,7.8
CVE-2025-49069,2025-06-02T19:15:28.680,CWE-352,4.3
CVE-2025-47585,2025-06-02T20:15:22.780,CWE-862,6.5
CVE-2025-48387,2025-06-02T20:15:22.930,CWE-22,8.7
CVE-2025-48996,2025-06-02T20:15:23.063,CWE-201,5.3
CVE-2025-3919,2025-06-02T23:15:20.757,CWE-79,6.4
CVE-2025-49162,2025-06-03T00:15:20.103,CWE-424,6.4
CVE-2025-49163,2025-06-03T00:15:20.583,CWE-424,6.7
CVE-2025-49164,2025-06-03T00:15:20.740,CWE-321,4.3
CVE-2025-5068,2025-06-03T00:15:20.907,CWE-416,8.8
CVE-2025-5419,2025-06-03T00:15:21.043,CWE-125;CWE-787,8.8
CVE-2025-2939,2025-06-03T03:15:27.137,CWE-502,5.6
CVE-2025-4047,2025-06-03T03:15:27.910,CWE-862,4.3
CVE-2025-4224,2025-06-03T03:15:28.093,CWE-79,7.2
CVE-2025-4797,2025-06-03T05:15:20.323,CWE-288,9.8
CVE-2025-21463,2025-06-03T06:15:25.983,CWE-126,7.5
CVE-2025-21480,2025-06-03T06:15:26.190,CWE-863,8.6
CVE-2025-21485,2025-06-03T06:15:26.423,CWE-367,7.8
CVE-2025-21486,2025-06-03T06:15:26.590,CWE-822,7.8
CVE-2025-27029,2025-06-03T06:15:26.777,CWE-126,7.5
CVE-2025-27031,2025-06-03T06:15:26.960,CWE-416,7.8
CVE-2025-27038,2025-06-03T06:15:27.133,CWE-416,7.5
CVE-2025-31710,2025-06-03T06:15:27.310,CWE-77,8.4
CVE-2025-31711,2025-06-03T06:15:27.480,CWE-476,6.2
CVE-2025-31712,2025-06-03T06:15:27.613,CWE-120,6.2
CVE-2025-3584,2025-06-03T06:15:27.757,CWE-79,4.8
CVE-2025-3662,2025-06-03T06:15:27.873,CWE-79,6.1
CVE-2025-4567,2025-06-03T06:15:27.983,CWE-79,4.8
CVE-2025-21479,2025-06-03T07:15:20.933,CWE-863,8.6
CVE-2025-41428,2025-06-03T08:15:19.467,CWE-22,6.9
CVE-2025-46355,2025-06-03T08:15:19.813,CWE-276,7.0
CVE-2025-1725,2025-06-03T09:15:22.487,CWE-434,6.4
CVE-2025-4420,2025-06-03T09:15:22.673,CWE-79,6.4
CVE-2025-5103,2025-06-03T09:15:22.840,CWE-89,4.9
CVE-2025-5116,2025-06-03T09:15:23.007,CWE-79,6.4
CVE-2025-31359,2025-06-03T10:15:22.240,CWE-22,8.8
CVE-2025-4392,2025-06-03T10:15:22.397,CWE-79,7.2
CVE-2025-5492,2025-06-03T11:15:21.023,CWE-74;CWE-77,8.8
CVE-2025-5493,2025-06-03T11:15:21.230,CWE-74;CWE-89,9.8
CVE-2025-4205,2025-06-03T12:15:21.350,CWE-79,6.4
CVE-2025-4671,2025-06-03T12:15:22.443,CWE-79,6.4
CVE-2025-5340,2025-06-03T12:15:22.603,CWE-79,6.4
CVE-2025-4138,2025-06-03T13:15:20.377,CWE-22,7.5
CVE-2025-4330,2025-06-03T13:15:20.503,CWE-22,7.5
CVE-2025-4435,2025-06-03T13:15:20.630,CWE-682,7.5
CVE-2025-4517,2025-06-03T13:15:20.837,CWE-22,9.4
CVE-2025-5495,2025-06-03T13:15:21.123,CWE-287,9.8
CVE-2025-5497,2025-06-03T13:15:21.310,CWE-20;CWE-502,9.8
CVE-2025-45855,2025-06-03T14:15:48.750,CWE-434,5.4
CVE-2025-46154,2025-06-03T14:15:48.880,CWE-89,8.4
CVE-2025-5498,2025-06-03T14:15:51.313,CWE-20;CWE-502,5.5
CVE-2025-5499,2025-06-03T14:15:51.513,CWE-20;CWE-502,7.3
CVE-2025-5501,2025-06-03T14:15:51.703,CWE-617,5.3
CVE-2025-5502,2025-06-03T14:15:51.893,CWE-74;CWE-77;CWE-787,9.8
CVE-2025-36564,2025-06-03T15:15:58.600,CWE-61,7.8
CVE-2025-43923,2025-06-03T15:15:58.767,CWE-89,6.5
CVE-2025-43924,2025-06-03T15:15:58.883,CWE-79,6.1
CVE-2025-43925,2025-06-03T15:15:58.997,CWE-326,4.6
CVE-2025-46548,2025-06-03T15:15:59.110,CWE-287,6.5
CVE-2025-5503,2025-06-03T15:16:00.350,CWE-119;CWE-121;CWE-787,8.8
CVE-2025-5504,2025-06-03T15:16:00.533,CWE-74;CWE-77,6.3
CVE-2025-5505,2025-06-03T15:16:00.717,CWE-79;CWE-94,2.4
CVE-2025-5506,2025-06-03T15:16:00.897,CWE-79;CWE-94,5.4
CVE-2025-1334,2025-06-03T16:15:22.983,CWE-525,4.0
CVE-2025-23103,2025-06-03T16:15:23.650,CWE-787,8.6
CVE-2025-25019,2025-06-03T16:15:23.960,CWE-613,6.5
CVE-2025-25020,2025-06-03T16:15:24.123,CWE-1287,6.5
CVE-2025-25021,2025-06-03T16:15:24.277,CWE-94,7.2
CVE-2025-25022,2025-06-03T16:15:24.437,CWE-260,8.8
CVE-2025-44148,2025-06-03T16:15:25.210,CWE-79,9.8
CVE-2025-45854,2025-06-03T16:15:25.600,CWE-862,10.0
CVE-2025-5507,2025-06-03T16:15:26.423,CWE-79;CWE-94,5.4
CVE-2025-5508,2025-06-03T16:15:26.627,CWE-79;CWE-94,3.4
CVE-2025-5509,2025-06-03T16:15:26.803,CWE-22,9.8
CVE-2025-23107,2025-06-03T17:15:21.327,CWE-787,8.6
CVE-2025-30167,2025-06-03T17:15:21.520,CWE-427,7.3
CVE-2025-32105,2025-06-03T17:15:21.720,CWE-120,9.8
CVE-2025-32106,2025-06-03T17:15:21.890,CWE-94,9.8
CVE-2025-5510,2025-06-03T17:15:22.057,CWE-918,9.8
CVE-2025-5511,2025-06-03T17:15:22.283,CWE-266;CWE-285,7.5
CVE-2025-5512,2025-06-03T17:15:22.513,CWE-287;NVD-CWE-noinfo,9.8
CVE-2025-30359,2025-06-03T18:15:25.243,CWE-749,5.9
CVE-2025-30360,2025-06-03T18:15:25.410,CWE-346,6.5
CVE-2025-5513,2025-06-03T18:15:26.673,CWE-79;CWE-94,5.4
CVE-2025-5515,2025-06-03T18:15:26.870,CWE-74;CWE-77,6.3
CVE-2025-5516,2025-06-03T18:15:27.067,CWE-79;CWE-94,4.8
CVE-2025-5520,2025-06-03T18:15:27.257,CWE-617,5.3
CVE-2025-23102,2025-06-03T19:15:38.807,CWE-415,8.8
CVE-2025-48950,2025-06-03T19:15:39.230,CWE-276,8.8
CVE-2025-48953,2025-06-03T19:15:39.423,CWE-434,6.5
CVE-2025-48997,2025-06-03T19:15:39.577,CWE-248,8.7
CVE-2025-48998,2025-06-03T19:15:39.727,CWE-89;CWE-862;NVD-CWE-noinfo,8.8
CVE-2025-5521,2025-06-03T19:15:40.113,CWE-352;CWE-862,8.8
CVE-2025-5522,2025-06-03T19:15:40.283,CWE-266;CWE-285,7.3
CVE-2025-23097,2025-06-03T20:15:20.883,CWE-787,9.1
CVE-2025-23098,2025-06-03T20:15:21.760,CWE-416,7.8
CVE-2025-23100,2025-06-03T20:15:21.880,CWE-476,7.5
CVE-2025-35036,2025-06-03T20:15:21.993,CWE-94,7.3
CVE-2025-5523,2025-06-03T20:15:22.387,CWE-79;CWE-94,6.1
CVE-2025-5525,2025-06-03T20:15:22.563,CWE-77;CWE-78,8.1
CVE-2025-48951,2025-06-03T21:15:21.840,CWE-502,9.3
CVE-2025-48999,2025-06-03T21:15:22.107,CWE-284;CWE-923;NVD-CWE-noinfo,8.8
CVE-2025-49000,2025-06-03T21:15:22.250,CWE-400;CWE-770,3.5
CVE-2025-49001,2025-06-03T21:15:22.410,CWE-287;NVD-CWE-noinfo,9.8
CVE-2025-49002,2025-06-03T21:15:22.550,CWE-290;NVD-CWE-Other,9.8
CVE-2025-5527,2025-06-03T21:15:23.483,CWE-119;CWE-121;CWE-787,8.8
CVE-2025-5542,2025-06-03T22:15:21.807,CWE-79;CWE-94,4.8
CVE-2025-24015,2025-06-03T23:15:20.633,CWE-347,5.3
CVE-2025-5543,2025-06-03T23:15:20.953,CWE-79;CWE-94,4.8
CVE-2025-5544,2025-06-03T23:15:21.147,CWE-22,7.5
CVE-2025-5545,2025-06-04T00:15:25.333,CWE-22,7.5
CVE-2025-5546,2025-06-04T00:15:25.540,CWE-74;CWE-89,8.8
CVE-2025-5547,2025-06-04T00:15:25.713,CWE-119;CWE-120,9.8
CVE-2025-5548,2025-06-04T01:15:19.873,CWE-119;CWE-120,9.8
CVE-2025-5549,2025-06-04T01:15:20.083,CWE-119;CWE-120,9.8
CVE-2025-5550,2025-06-04T01:15:20.250,CWE-119;CWE-120,9.8
CVE-2025-5551,2025-06-04T02:15:21.580,CWE-119;CWE-120,9.8
CVE-2025-49202,2025-06-04T03:15:26.543,N/A,N/A
CVE-2025-49203,2025-06-04T03:15:26.630,N/A,N/A
CVE-2025-49204,2025-06-04T03:15:26.713,N/A,N/A
CVE-2025-49205,2025-06-04T03:15:26.787,N/A,N/A
CVE-2025-49206,2025-06-04T03:15:26.860,N/A,N/A
CVE-2025-49207,2025-06-04T03:15:26.920,N/A,N/A
CVE-2025-49208,2025-06-04T03:15:26.987,N/A,N/A
CVE-2025-49209,2025-06-04T03:15:27.057,N/A,N/A
CVE-2025-49210,2025-06-04T03:15:27.127,N/A,N/A
CVE-2025-49223,2025-06-04T03:15:27.190,CWE-1321,9.8
CVE-2025-5552,2025-06-04T03:15:27.317,CWE-20;CWE-502;NVD-CWE-noinfo,8.8
CVE-2025-5553,2025-06-04T03:15:27.517,CWE-74;CWE-89,9.8
CVE-2025-5554,2025-06-04T03:15:27.693,CWE-74;CWE-89,8.8
CVE-2025-5531,2025-06-04T04:15:54.140,CWE-79,6.4
CVE-2025-5532,2025-06-04T04:15:59.263,CWE-79,6.4
CVE-2025-5556,2025-06-04T04:15:59.447,CWE-74;CWE-89,8.8
CVE-2025-5557,2025-06-04T04:16:00.370,CWE-74;CWE-89,8.8
CVE-2025-5558,2025-06-04T04:16:01.790,CWE-74;CWE-89,8.8
CVE-2025-5560,2025-06-04T04:16:03.063,CWE-74;CWE-89,9.8
CVE-2025-20981,2025-06-04T05:15:23.073,N/A,6.2
CVE-2025-20984,2025-06-04T05:15:23.213,N/A,6.8
CVE-2025-20985,2025-06-04T05:15:23.347,N/A,5.5
CVE-2025-20986,2025-06-04T05:15:23.483,N/A,5.5
CVE-2025-20987,2025-06-04T05:15:23.603,N/A,5.2
CVE-2025-20988,2025-06-04T05:15:23.727,N/A,5.5
CVE-2025-20989,2025-06-04T05:15:23.847,N/A,5.2
CVE-2025-20991,2025-06-04T05:15:23.970,N/A,4.0
CVE-2025-20992,2025-06-04T05:15:24.090,N/A,4.0
CVE-2025-20993,2025-06-04T05:15:24.223,N/A,4.0
CVE-2025-20994,2025-06-04T05:15:24.353,N/A,4.5
CVE-2025-20995,2025-06-04T05:15:24.480,N/A,4.9
CVE-2025-20996,2025-06-04T05:15:24.607,NVD-CWE-noinfo,5.0
CVE-2025-5539,2025-06-04T05:15:24.733,CWE-79,6.4
CVE-2025-5561,2025-06-04T05:15:24.883,CWE-74;CWE-89,9.8
CVE-2025-5562,2025-06-04T05:15:25.070,CWE-74;CWE-89,9.8
CVE-2025-5566,2025-06-04T05:15:25.247,CWE-74;CWE-89,8.8
CVE-2025-48710,2025-06-04T06:15:21.390,CWE-441,4.1
CVE-2025-4578,2025-06-04T06:15:21.673,CWE-89,9.8
CVE-2025-4580,2025-06-04T06:15:21.800,CWE-352,4.3
CVE-2025-5569,2025-06-04T06:15:21.937,CWE-74;CWE-89,8.8
CVE-2025-5571,2025-06-04T06:15:22.190,CWE-77;CWE-78,8.8
CVE-2025-5572,2025-06-04T06:15:22.437,CWE-119;CWE-121;CWE-787,7.5
CVE-2025-5573,2025-06-04T06:15:22.677,CWE-77;CWE-78,9.8
CVE-2025-5574,2025-06-04T07:15:23.060,CWE-74;CWE-89,9.8
CVE-2025-5575,2025-06-04T07:15:23.533,CWE-74;CWE-89,9.8
CVE-2025-27444,2025-06-04T08:15:21.613,CWE-79,4.8
CVE-2025-47724,2025-06-04T08:15:21.867,CWE-787,7.3
CVE-2025-47725,2025-06-04T08:15:22.057,CWE-787,7.3
CVE-2025-47726,2025-06-04T08:15:22.190,CWE-787,7.3
CVE-2025-47727,2025-06-04T08:15:22.320,CWE-787,7.3
CVE-2025-47728,2025-06-04T08:15:22.453,CWE-787,7.3
CVE-2025-5482,2025-06-04T08:15:22.613,CWE-620,8.8
CVE-2025-5576,2025-06-04T08:15:22.810,CWE-74;CWE-89,9.8
CVE-2025-5577,2025-06-04T08:15:22.997,CWE-74;CWE-89,9.8
CVE-2025-5578,2025-06-04T08:15:23.177,CWE-74;CWE-89,9.8
CVE-2025-5579,2025-06-04T08:15:23.360,CWE-74;CWE-89,9.8
CVE-2025-5580,2025-06-04T09:15:20.800,CWE-74;CWE-89,9.8
CVE-2025-5581,2025-06-04T09:15:21.010,CWE-74;CWE-89,9.8
CVE-2025-5582,2025-06-04T09:15:21.227,CWE-74;CWE-89,9.8
CVE-2025-5583,2025-06-04T10:15:21.640,CWE-74;CWE-89,9.8
CVE-2025-5584,2025-06-04T10:15:21.870,CWE-79;CWE-94,5.4
CVE-2025-5601,2025-06-04T11:15:22.110,CWE-120;CWE-787,6.5
CVE-2025-30415,2025-06-04T12:15:20.703,CWE-1286,N/A
CVE-2025-48959,2025-06-04T12:15:20.880,CWE-276,N/A
CVE-2025-5597,2025-06-04T12:15:21.017,CWE-287,10.0
CVE-2025-5598,2025-06-04T12:15:21.173,CWE-35,9.2
CVE-2025-1701,2025-06-04T14:15:27.050,CWE-20;CWE-306,8.9
CVE-2025-27811,2025-06-04T14:15:28.260,CWE-269,7.8
CVE-2025-48960,2025-06-04T14:15:29.680,CWE-326,N/A
CVE-2025-48961,2025-06-04T14:15:29.833,CWE-732,N/A
CVE-2025-48962,2025-06-04T14:15:29.983,CWE-918,N/A
CVE-2025-5592,2025-06-04T14:15:35.280,CWE-119;CWE-120,9.8
CVE-2025-23095,2025-06-04T15:15:23.760,CWE-415,6.5
CVE-2025-23096,2025-06-04T15:15:23.860,CWE-415,6.5
CVE-2025-23101,2025-06-04T15:15:23.960,CWE-416,6.5
CVE-2025-23106,2025-06-04T16:15:35.457,CWE-416,6.5
CVE-2025-29093,2025-06-04T16:15:36.087,CWE-434,8.2
CVE-2025-29094,2025-06-04T16:15:36.200,CWE-79,6.1
CVE-2025-5593,2025-06-04T16:15:36.613,CWE-119;CWE-120,9.8
CVE-2025-5594,2025-06-04T16:15:36.807,CWE-119;CWE-120,9.8
CVE-2025-20129,2025-06-04T17:15:25.407,CWE-200,5.4
CVE-2025-20130,2025-06-04T17:15:25.833,CWE-284;CWE-434,7.2
CVE-2025-20163,2025-06-04T17:15:26.037,CWE-322,8.7
CVE-2025-20259,2025-06-04T17:15:26.620,CWE-22,5.3
CVE-2025-20261,2025-06-04T17:15:26.827,CWE-923,8.8
CVE-2025-20273,2025-06-04T17:15:27.050,CWE-79,6.1
CVE-2025-20275,2025-06-04T17:15:27.350,CWE-502,7.8
CVE-2025-20276,2025-06-04T17:15:27.547,CWE-502,7.2
CVE-2025-20277,2025-06-04T17:15:27.753,CWE-22,6.7
CVE-2025-20278,2025-06-04T17:15:27.963,CWE-77,6.7
CVE-2025-20279,2025-06-04T17:15:28.213,CWE-79,4.8
CVE-2025-20286,2025-06-04T17:15:28.427,CWE-259,9.8
CVE-2025-2336,2025-06-04T17:15:28.643,CWE-791,4.8
CVE-2025-5595,2025-06-04T17:15:28.847,CWE-119;CWE-120,9.8
CVE-2025-5596,2025-06-04T17:15:29.093,CWE-119;CWE-120,9.8
CVE-2025-5688,2025-06-04T17:15:29.330,CWE-787,7.5
CVE-2025-5599,2025-06-04T18:15:37.970,CWE-74;CWE-89,9.8
CVE-2025-5600,2025-06-04T18:15:38.817,CWE-119;CWE-121;CWE-787,9.8
CVE-2025-5602,2025-06-04T18:15:39.067,CWE-74;CWE-89,9.8
CVE-2025-5603,2025-06-04T18:15:39.250,CWE-74;CWE-89,9.8
CVE-2025-5604,2025-06-04T19:15:26.160,CWE-74;CWE-89,9.8
CVE-2025-5606,2025-06-04T19:15:26.340,CWE-74;CWE-77,9.8
CVE-2025-22243,2025-06-04T20:15:22.120,CWE-79,7.5
CVE-2025-22244,2025-06-04T20:15:22.263,CWE-79,6.9
CVE-2025-22245,2025-06-04T20:15:22.400,CWE-79,5.9
CVE-2025-31134,2025-06-04T20:15:22.657,CWE-201;NVD-CWE-Other,7.5
CVE-2025-31136,2025-06-04T20:15:22.843,CWE-79,5.4
CVE-2025-31482,2025-06-04T20:15:23.013,CWE-352,4.3
CVE-2025-32015,2025-06-04T20:15:23.163,CWE-79,6.7
CVE-2025-46011,2025-06-04T20:15:23.313,CWE-89,6.5
CVE-2025-46203,2025-06-04T20:15:23.473,CWE-266,6.5
CVE-2025-46204,2025-06-04T20:15:23.647,CWE-266,6.5
CVE-2025-46339,2025-06-04T20:15:23.817,CWE-349,4.3
CVE-2025-48888,2025-06-04T20:15:23.977,CWE-863,5.3
CVE-2025-48934,2025-06-04T20:15:24.163,CWE-201,5.3
CVE-2025-48935,2025-06-04T20:15:24.330,CWE-863,9.1
CVE-2025-5607,2025-06-04T20:15:24.630,CWE-119;CWE-120,8.8
CVE-2025-5608,2025-06-04T20:15:24.837,CWE-119;CWE-120,8.8
CVE-2025-5609,2025-06-04T20:15:25.030,CWE-119;CWE-120,8.8
CVE-2025-46341,2025-06-04T21:15:39.937,CWE-918,7.1
CVE-2025-48947,2025-06-04T21:15:40.420,CWE-525,7.7
CVE-2025-5610,2025-06-04T21:15:41.400,CWE-74;CWE-89,8.8
CVE-2025-5611,2025-06-04T21:15:41.577,CWE-74;CWE-89,8.8
CVE-2025-5612,2025-06-04T21:15:41.757,CWE-74;CWE-89,9.8
CVE-2025-5613,2025-06-04T22:15:25.933,CWE-74;CWE-89,9.8
CVE-2025-5614,2025-06-04T22:15:26.117,CWE-74;CWE-89,8.8
CVE-2025-5615,2025-06-04T22:15:26.293,CWE-74;CWE-89,8.8
CVE-2025-5690,2025-06-04T22:15:26.470,CWE-200,6.5
CVE-2025-49007,2025-06-04T23:15:21.540,CWE-770;CWE-1333,5.3
CVE-2025-5616,2025-06-04T23:15:21.700,CWE-74;CWE-89,8.8
CVE-2025-5617,2025-06-04T23:15:21.893,CWE-74;CWE-89,9.8
CVE-2025-5618,2025-06-04T23:15:22.070,CWE-74;CWE-89,9.8
CVE-2025-5619,2025-06-04T23:15:22.247,CWE-119;CWE-121;CWE-787,9.8
CVE-2025-5620,2025-06-05T00:15:23.513,CWE-77;CWE-78,9.8
CVE-2025-5621,2025-06-05T00:15:23.760,CWE-77;CWE-78,9.8
CVE-2025-5622,2025-06-05T00:15:23.947,CWE-119;CWE-121;CWE-787,9.8
CVE-2025-5623,2025-06-05T00:15:24.133,CWE-119;CWE-121;CWE-787,9.8
CVE-2025-49008,2025-06-05T01:15:21.120,CWE-78;CWE-88,9.4
CVE-2025-5624,2025-06-05T01:15:21.293,CWE-119;CWE-121;CWE-787,9.8
CVE-2025-5625,2025-06-05T01:15:21.480,CWE-74;CWE-89,9.8
CVE-2025-5626,2025-06-05T01:15:21.663,CWE-74;CWE-89,9.8
CVE-2025-5627,2025-06-05T01:15:21.850,CWE-74;CWE-89,7.5
CVE-2025-5628,2025-06-05T02:15:24.107,CWE-79;CWE-94,5.4
CVE-2025-48432,2025-06-05T03:15:25.563,CWE-117,5.3
CVE-2025-49466,2025-06-05T03:15:26.663,CWE-23,5.8
CVE-2025-5629,2025-06-05T03:15:26.960,CWE-119;CWE-120,9.8
CVE-2025-5630,2025-06-05T03:15:27.170,CWE-119;CWE-121;CWE-787,9.8
CVE-2025-5631,2025-06-05T03:15:27.377,CWE-74;CWE-89,9.8
CVE-2025-5632,2025-06-05T04:15:40.417,CWE-74;CWE-89,8.8
CVE-2025-5633,2025-06-05T04:15:53.537,CWE-74;CWE-89,8.8
CVE-2025-5634,2025-06-05T04:15:54.897,CWE-119;CWE-120,9.8
CVE-2025-5635,2025-06-05T04:15:55.470,CWE-119;CWE-120,9.8
CVE-2025-1793,2025-06-05T05:15:23.690,CWE-89,N/A
CVE-2025-5636,2025-06-05T05:15:24.230,CWE-119;CWE-120,9.8
CVE-2025-5637,2025-06-05T05:15:24.440,CWE-119;CWE-120,9.8
CVE-2025-5638,2025-06-05T05:15:24.640,CWE-74;CWE-89,8.8
CVE-2025-3054,2025-06-05T06:15:25.833,CWE-434,8.8
CVE-2025-3055,2025-06-05T06:15:26.300,CWE-22,8.1
CVE-2025-5639,2025-06-05T06:15:27.063,CWE-74;CWE-89,9.8
CVE-2025-5640,2025-06-05T06:15:27.293,CWE-119;CWE-121,3.3
CVE-2025-5683,2025-06-05T06:15:27.517,CWE-770,5.5
CVE-2025-5641,2025-06-05T07:15:23.317,CWE-119,2.5
CVE-2025-5642,2025-06-05T07:15:23.583,CWE-119,2.5
CVE-2025-5643,2025-06-05T07:15:23.780,CWE-119,2.5
CVE-2025-5644,2025-06-05T07:15:23.990,CWE-119;CWE-416,2.5
CVE-2025-5645,2025-06-05T08:15:20.973,CWE-119,2.5
CVE-2025-5646,2025-06-05T08:15:21.197,CWE-119,2.5
CVE-2025-5647,2025-06-05T09:15:22.847,CWE-119,2.5
CVE-2025-5648,2025-06-05T09:15:23.123,CWE-119;NVD-CWE-noinfo,2.5
CVE-2025-5649,2025-06-05T09:15:23.353,CWE-266;CWE-284;NVD-CWE-noinfo,6.5
CVE-2025-4568,2025-06-05T10:15:21.730,CWE-89,9.3
CVE-2025-5650,2025-06-05T10:15:23.020,CWE-74;CWE-89,9.8
CVE-2025-5651,2025-06-05T10:15:23.270,CWE-79;CWE-94,5.4
CVE-2025-5652,2025-06-05T10:15:23.477,CWE-74;CWE-89,8.8
CVE-2025-5653,2025-06-05T11:15:21.093,CWE-74;CWE-89,8.8
CVE-2025-5654,2025-06-05T11:15:22.133,CWE-74;CWE-89,8.8
CVE-2025-5655,2025-06-05T11:15:22.313,CWE-74;CWE-89,8.8
CVE-2025-5341,2025-06-05T12:15:23.640,CWE-79,6.4
CVE-2025-5656,2025-06-05T12:15:23.850,CWE-74;CWE-89,8.8
CVE-2025-5657,2025-06-05T12:15:24.053,CWE-74;CWE-89,8.8
CVE-2025-5701,2025-06-05T12:15:24.233,CWE-862,9.8
CVE-2025-5658,2025-06-05T13:15:21.717,CWE-74;CWE-89,8.8
CVE-2025-5659,2025-06-05T13:15:21.907,CWE-74;CWE-89,8.8
CVE-2025-5660,2025-06-05T13:15:22.123,CWE-74;CWE-89,8.8
CVE-2025-0691,2025-06-05T14:15:30.987,CWE-284;NVD-CWE-noinfo,5.0
CVE-2025-27445,2025-06-05T14:15:31.413,CWE-35,5.4
CVE-2025-27753,2025-06-05T14:15:31.550,CWE-89,6.5
CVE-2025-27754,2025-06-05T14:15:31.683,CWE-79,6.5
CVE-2025-30084,2025-06-05T14:15:31.863,CWE-79,6.1
CVE-2025-3768,2025-06-05T14:15:32.103,CWE-284;NVD-CWE-noinfo,5.0
CVE-2025-47827,2025-06-05T14:15:32.263,CWE-347,4.6
CVE-2025-5382,2025-06-05T14:15:33.177,CWE-284;NVD-CWE-noinfo,6.8
CVE-2025-5661,2025-06-05T14:15:38.370,CWE-79;CWE-94,5.4
CVE-2025-5663,2025-06-05T14:15:38.567,CWE-74;CWE-89,9.8
CVE-2025-5664,2025-06-05T15:15:48.627,CWE-119;CWE-120,9.8
CVE-2025-5665,2025-06-05T15:15:48.847,CWE-119;CWE-120,9.8
CVE-2025-5666,2025-06-05T16:15:27.470,CWE-119;CWE-120,9.8
CVE-2025-5667,2025-06-05T16:15:27.683,CWE-119;CWE-120,9.8
CVE-2025-48493,2025-06-05T17:15:29.377,CWE-532,6.5
CVE-2025-49009,2025-06-05T17:15:29.570,CWE-532,6.2
CVE-2025-5668,2025-06-05T17:15:29.730,CWE-74;CWE-89,8.8
CVE-2025-5669,2025-06-05T17:15:29.917,CWE-74;CWE-89,8.8
CVE-2025-5670,2025-06-05T17:15:30.117,CWE-74;CWE-89,8.8
CVE-2025-46257,2025-06-05T18:15:21.753,CWE-352,4.3
CVE-2025-46258,2025-06-05T18:15:22.163,CWE-862,5.4
CVE-2025-5671,2025-06-05T18:15:22.947,CWE-119;CWE-120,8.8
CVE-2025-5672,2025-06-05T18:15:23.220,CWE-119;CWE-120,8.8
CVE-2025-5674,2025-06-05T19:15:29.627,CWE-74;CWE-89,8.8
CVE-2025-5675,2025-06-05T19:15:29.993,CWE-74;CWE-89,9.8
CVE-2025-5676,2025-06-05T19:15:30.247,CWE-74;CWE-89,9.8
CVE-2025-5677,2025-06-05T19:15:30.487,CWE-74;CWE-89,9.8
CVE-2025-5679,2025-06-05T19:15:30.697,CWE-20;CWE-502,8.8
CVE-2025-5702,2025-06-05T19:15:31.073,CWE-665,5.6
CVE-2025-43026,2025-06-05T20:15:26.067,CWE-281,7.1
CVE-2025-5680,2025-06-05T20:15:26.790,CWE-20;CWE-502,8.8
